N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A)
2mer-0+1159,-0.06790127,2,-0.06790127,-76.83577035,1.108642e-05,26.2260,23.7320,23.732
2mer-0+1196,0.03224306,1,0.01612153,-76.81964882,1.105967e-05,25.3050,23.7510,23.751
2mer-0+1207,0.06182007,2,0.06182007,-76.75782875,1.105947e-05,25.5210,23.7510,23.751
2mer-0+1220,0.00072658,1,0.00036329,-76.75746546,1.103104e-05,26.4550,23.7720,23.772
2mer-0+1479,-0.05228632,1,-0.02614316,-76.78360862,1.099932e-05,25.3740,23.7950,23.795
2mer-0+1109,-0.06075940,1,-0.03037970,-76.81398832,1.098446e-05,25.5530,23.8050,23.805
2mer-0+1082,0.07188201,2,0.07188201,-76.74210631,1.095828e-05,24.5930,23.8240,23.824
2mer-0+1108,-0.00342947,2,-0.00342947,-76.74553578,1.092922e-05,26.5630,23.8450,23.845
2mer-0+1125,-0.01546355,1,-0.00773177,-76.75326755,1.086490e-05,26.1540,23.8920,23.892
2mer-0+1032,0.06398867,2,0.06398867,-76.68927888,1.084638e-05,24.6860,23.9060,23.906
2mer-0+1077,-0.00061843,2,-0.00061843,-76.68989732,1.084607e-05,25.3840,23.9060,23.906
2mer-0+1616,0.04320581,2,0.04320581,-76.64669151,1.083757e-05,26.2800,23.9120,23.912
2mer-0+1010,-0.01356949,1,-0.00678475,-76.65347626,1.082651e-05,24.9880,23.9210,23.921
2mer-0+1432,-0.04697035,1,-0.02348518,-76.67696144,1.079989e-05,25.7170,23.9400,23.940
2mer-0+1047,0.00738992,2,0.00738992,-76.66957152,1.078212e-05,25.5630,23.9530,23.953
2mer-0+1050,0.00237094,2,0.00237094,-76.66720058,1.077819e-05,26.1950,23.9560,23.956
2mer-0+1140,-0.00192197,2,-0.00192197,-76.66912254,1.076378e-05,25.2910,23.9670,23.967
2mer-0+1235,0.08444614,2,0.08444614,-76.58467640,1.075003e-05,25.9050,23.9770,23.977
2mer-0+1083,0.05905840,2,0.05905840,-76.52561800,1.072018e-05,25.5630,23.9990,23.999
2mer-0+1204,0.08440397,2,0.08440397,-76.44121403,1.070543e-05,25.9360,24.0100,24.010
2mer-0+1519,0.08072146,1,0.04036073,-76.40085330,1.069538e-05,27.4440,24.0180,24.018
2mer-0+1585,0.00563978,1,0.00281989,-76.39803341,1.069378e-05,26.5230,24.0190,24.019
2mer-0+1251,-0.06310383,2,-0.06310383,-76.46113724,1.068955e-05,26.3090,24.0220,24.022
2mer-0+1085,0.00824334,1,0.00412167,-76.45701557,1.068930e-05,25.3050,24.0220,24.022
2mer-0+1516,-0.05540642,1,-0.02770321,-76.48471878,1.068487e-05,26.2300,24.0260,24.026
2mer-0+1436,0.01027746,2,0.01027746,-76.47444132,1.065184e-05,25.9080,24.0510,24.051
2mer-0+1137,-0.00447513,1,-0.00223757,-76.47667889,1.064828e-05,25.2110,24.0530,24.053
2mer-0+1272,-0.00614380,2,-0.00614380,-76.48282269,1.063722e-05,25.2260,24.0620,24.062
2mer-0+1100,-0.05619509,1,-0.02809755,-76.51092023,1.063074e-05,26.6020,24.0670,24.067
2mer-0+1170,-0.03828817,1,-0.01914408,-76.53006432,1.062231e-05,25.3660,24.0730,24.073
2mer-0+1693,0.03736703,2,0.03736703,-76.49269729,1.061673e-05,26.7410,24.0770,24.077
2mer-0+1492,0.05944709,1,0.02972355,-76.46297374,1.060271e-05,26.0530,24.0880,24.088
2mer-0+1065,-0.00143943,2,-0.00143943,-76.46441317,1.060132e-05,25.5650,24.0890,24.089
2mer-0+1120,0.04378925,2,0.04378925,-76.42062392,1.056439e-05,24.9220,24.1170,24.117
2mer-0+1278,-0.06496800,1,-0.03248400,-76.45310792,1.052602e-05,25.0710,24.1460,24.146
2mer-0+1341,0.02399560,1,0.01199780,-76.44111012,1.052556e-05,25.7130,24.1460,24.146
2mer-0+1117,-0.05429184,1,-0.02714592,-76.46825604,1.050179e-05,26.0260,24.1650,24.165
2mer-0+1635,-0.01701824,1,-0.00850912,-76.47676516,1.049127e-05,26.4770,24.1730,24.173
2mer-0+1348,0.06021172,2,0.06021172,-76.41655344,1.048280e-05,25.4260,24.1790,24.179
2mer-0+1494,0.05854181,1,0.02927091,-76.38728253,1.046964e-05,27.3100,24.1890,24.189
2mer-0+1259,0.04044081,2,0.04044081,-76.34684172,1.045912e-05,26.9370,24.1970,24.197
2mer-0+1116,-0.03973779,2,-0.03973779,-76.38657951,1.045729e-05,26.5730,24.1990,24.199
2mer-0+1119,0.05038817,2,0.05038817,-76.33619134,1.045350e-05,26.3460,24.2020,24.202
2mer-0+1694,-0.04404194,1,-0.02202097,-76.35821231,1.040596e-05,26.9730,24.2390,24.239
2mer-0+1185,0.02508381,2,0.02508381,-76.33312849,1.040431e-05,25.5290,24.2400,24.240
2mer-0+1226,-0.05326451,2,-0.05326451,-76.38639301,1.039396e-05,25.9840,24.2480,24.248
2mer-0+1188,-0.06376970,2,-0.06376970,-76.45016271,1.038132e-05,26.6580,24.2580,24.258
2mer-0+1534,0.04525185,1,0.02262592,-76.42753678,1.037258e-05,26.1300,24.2650,24.265
2mer-0+1161,0.03881063,2,0.03881063,-76.38872615,1.036453e-05,26.8640,24.2710,24.271
2mer-0+1664,-0.04501365,1,-0.02250682,-76.41123297,1.035821e-05,26.4000,24.2760,24.276
2mer-0+1255,-0.05788918,2,-0.05788918,-76.46912215,1.035128e-05,26.7470,24.2810,24.281
2mer-0+1536,0.09090066,1,0.04545033,-76.42367182,1.034993e-05,27.9800,24.2820,24.282
2mer-0+1603,0.00397225,2,0.00397225,-76.41969957,1.034906e-05,26.5620,24.2830,24.283
2mer-0+1148,0.00224299,1,0.00112149,-76.41857807,1.034036e-05,25.5270,24.2900,24.290
2mer-0+1098,0.04713574,2,0.04713574,-76.37144233,1.033445e-05,25.2290,24.2940,24.294
2mer-0+1198,-0.00307596,2,-0.00307596,-76.37451828,1.033410e-05,26.3580,24.2950,24.295
2mer-0+1744,-0.05224121,1,-0.02612060,-76.40063889,1.033358e-05,26.9670,24.2950,24.295
2mer-0+1397,-0.01691665,1,-0.00845832,-76.40909721,1.032522e-05,25.3430,24.3020,24.302
2mer-0+1384,-0.08477035,2,-0.08477035,-76.49386757,1.030005e-05,27.1240,24.3210,24.321
2mer-0+1191,-0.01267266,1,-0.00633633,-76.50020390,1.025884e-05,25.4090,24.3540,24.354
2mer-0+1410,0.08166658,1,0.04083329,-76.45937061,1.025344e-05,27.9750,24.3580,24.358
2mer-0+1144,-0.02368146,2,-0.02368146,-76.48305207,1.018583e-05,26.3580,24.4120,24.412
2mer-0+1218,-0.05812793,1,-0.02906396,-76.51211603,1.015753e-05,26.0720,24.4350,24.435
2mer-0+1521,0.06606140,1,0.03303070,-76.47908534,1.014227e-05,26.4720,24.4470,24.447
2mer-0+1103,-0.03960633,2,-0.03960633,-76.51869167,1.011828e-05,26.4880,24.4660,24.466
2mer-0+1387,-0.09197882,2,-0.09197882,-76.61067048,1.011449e-05,27.3620,24.4690,24.469
2mer-0+1274,0.03108519,2,0.03108519,-76.57958529,1.011411e-05,25.5870,24.4700,24.470
2mer-0+1267,-0.00763148,2,-0.00763148,-76.58721677,1.011201e-05,27.3260,24.4710,24.471
2mer-0+1294,-0.01047798,2,-0.01047798,-76.59769475,1.009998e-05,27.2130,24.4810,24.481
2mer-0+1380,0.01624501,2,0.01624501,-76.58144974,1.008424e-05,26.0320,24.4940,24.494
2mer-0+1122,0.03523349,2,0.03523349,-76.54621624,1.007469e-05,26.8290,24.5010,24.501
2mer-0+1092,0.02260709,2,0.02260709,-76.52360915,1.006339e-05,26.3460,24.5110,24.511
2mer-0+1376,-0.05402319,2,-0.05402319,-76.57763234,1.003747e-05,26.7420,24.5320,24.532
2mer-0+1544,-0.05889040,2,-0.05889040,-76.63652274,1.003281e-05,26.7800,24.5350,24.535
2mer-0+1443,0.05542097,1,0.02771049,-76.60881225,1.001957e-05,27.6810,24.5460,24.546
2mer-0+1785,-0.04987901,1,-0.02493951,-76.63375176,1.001752e-05,27.0700,24.5480,24.548
2mer-0+1653,0.00676244,2,0.00676244,-76.62698932,1.001334e-05,26.6800,24.5510,24.551
2mer-0+1291,0.03025136,2,0.03025136,-76.59673796,9.995723e-06,25.6310,24.5660,24.566
2mer-0+1224,0.04298552,2,0.04298552,-76.55375244,9.988840e-06,27.2830,24.5710,24.571
2mer-0+1131,0.03710824,2,0.03710824,-76.51664419,9.979865e-06,26.8640,24.5790,24.579
2mer-0+1187,-0.06811382,1,-0.03405691,-76.55070111,9.965385e-06,24.6520,24.5910,24.591
2mer-0+1315,0.08344091,1,0.04172045,-76.50898065,9.964918e-06,26.6200,24.5910,24.591
2mer-0+1201,-0.03039113,1,-0.01519556,-76.52417622,9.957841e-06,26.1380,24.5970,24.597
2mer-0+1495,0.08534779,1,0.04267389,-76.48150232,9.945422e-06,28.3160,24.6070,24.607
2mer-0+1439,-0.03237956,1,-0.01618978,-76.49769210,9.939111e-06,26.1460,24.6120,24.612
2mer-0+1413,0.06971411,1,0.03485705,-76.46283505,9.906029e-06,28.0970,24.6400,24.640
2mer-0+1524,0.01390074,2,0.01390074,-76.44893431,9.902390e-06,26.3580,24.6430,24.643
2mer-0+1180,-0.02452236,2,-0.02452236,-76.47345666,9.878833e-06,26.2960,24.6620,24.662
2mer-0+1286,-0.00997767,2,-0.00997767,-76.48343433,9.846192e-06,25.9720,24.6890,24.689
2mer-0+1329,-0.04078231,1,-0.02039115,-76.50382548,9.840346e-06,26.7050,24.6940,24.694
2mer-0+1473,-0.06891453,2,-0.06891453,-76.57274002,9.828602e-06,27.3620,24.7040,24.704
2mer-0+1463,0.03698652,1,0.01849326,-76.55424676,9.824776e-06,27.5470,24.7070,24.707
2mer-0+1378,-0.00997716,2,-0.00997716,-76.56422392,9.811961e-06,26.6250,24.7180,24.718
2mer-0+1393,0.07151206,2,0.07151206,-76.49271186,9.798034e-06,26.6030,24.7300,24.730
2mer-0+1266,-0.01141001,2,-0.01141001,-76.50412187,9.781805e-06,26.5110,24.7440,24.744
2mer-0+1409,0.04385543,1,0.02192771,-76.48219416,9.772551e-06,27.7670,24.7510,24.751
2mer-0+1642,-0.01491092,1,-0.00745546,-76.48964962,9.766419e-06,26.6050,24.7570,24.757
2mer-0+1364,0.07005703,2,0.07005703,-76.41959259,9.761812e-06,26.6320,24.7600,24.760
2mer-0+1608,-0.05685388,2,-0.05685388,-76.47644647,9.759980e-06,27.0100,24.7620,24.762
2mer-0+1276,0.06407189,2,0.06407189,-76.41237458,9.721501e-06,25.1950,24.7950,24.795
2mer-0+1596,-0.05383139,2,-0.05383139,-76.46620597,9.701244e-06,27.1550,24.8120,24.812
2mer-0+1298,0.07020212,2,0.07020212,-76.39600385,9.686079e-06,26.6910,24.8250,24.825
2mer-0+1715,-0.02200965,1,-0.01100483,-76.40700868,9.685169e-06,26.8510,24.8260,24.826
2mer-0+1285,0.04454585,2,0.04454585,-76.36246283,9.680162e-06,27.4500,24.8300,24.830
2mer-0+1237,-0.03065334,1,-0.01532667,-76.37778950,9.673565e-06,27.8050,24.8350,24.835
2mer-0+1560,-0.05363324,2,-0.05363324,-76.43142273,9.673564e-06,27.0330,24.8350,24.835
2mer-0+1241,0.03924856,2,0.03924856,-76.39217417,9.669682e-06,27.5890,24.8390,24.839
2mer-0+1461,-0.06673665,2,-0.06673665,-76.45891082,9.666642e-06,27.4860,24.8410,24.841
2mer-0+1662,-0.00787425,1,-0.00393712,-76.46284794,9.662921e-06,26.6320,24.8450,24.845
2mer-0+1303,0.01689276,2,0.01689276,-76.44595519,9.656984e-06,26.8040,24.8500,24.850
2mer-0+1221,0.00928155,2,0.00928155,-76.43667363,9.579889e-06,26.5380,24.9160,24.916
2mer-0+1480,-0.04710126,2,-0.04710126,-76.48377489,9.533474e-06,27.3730,24.9570,24.957
2mer-0+1297,0.04487862,2,0.04487862,-76.43889627,9.529877e-06,27.5490,24.9600,24.960
2mer-0+1509,0.05595193,2,0.05595193,-76.38294434,9.529866e-06,26.0930,24.9600,24.960
2mer-0+1556,-0.04881577,2,-0.04881577,-76.43176011,9.523633e-06,27.3490,24.9650,24.965
2mer-0+1679,0.02758814,1,0.01379407,-76.41796603,9.522665e-06,26.6970,24.9660,24.966
2mer-0+1365,-0.03844344,2,-0.03844344,-76.45640948,9.519693e-06,27.4350,24.9690,24.969
2mer-0+1318,-0.00635739,2,-0.00635739,-76.46276686,9.498746e-06,27.9090,24.9870,24.987
2mer-0+1163,-0.05056460,1,-0.02528230,-76.48804916,9.497922e-06,26.2500,24.9880,24.988
2mer-0+1389,-0.01418037,2,-0.01418037,-76.50222954,9.466304e-06,27.5740,25.0150,25.015
2mer-0+1621,-0.05218889,1,-0.02609444,-76.52832398,9.466147e-06,26.9590,25.0160,25.016
2mer-0+1238,-0.01155581,2,-0.01155581,-76.53987979,9.452785e-06,27.1870,25.0270,25.027
2mer-0+1245,-0.03185517,2,-0.03185517,-76.57173496,9.451391e-06,27.8200,25.0290,25.029
2mer-0+1208,0.04957769,2,0.04957769,-76.52215727,9.445491e-06,27.5390,25.0340,25.034
2mer-0+1321,0.03691771,2,0.03691771,-76.48523957,9.441177e-06,27.6940,25.0380,25.038
2mer-0+1403,0.04291600,2,0.04291600,-76.44232357,9.432345e-06,27.7210,25.0450,25.045
2mer-0+1232,0.00604735,1,0.00302368,-76.43929989,9.429438e-06,26.3360,25.0480,25.048
2mer-0+1225,-0.03593361,1,-0.01796681,-76.45726670,9.413288e-06,25.7620,25.0620,25.062
2mer-0+1402,-0.05125095,2,-0.05125095,-76.50851765,9.376604e-06,27.0300,25.0950,25.095
2mer-0+1775,0.03882002,1,0.01941001,-76.48910764,9.370836e-06,27.7630,25.1000,25.100
2mer-0+1573,-0.08839897,2,-0.08839897,-76.57750661,9.365774e-06,28.0790,25.1050,25.105
2mer-0+1458,0.03983100,2,0.03983100,-76.53767562,9.339629e-06,27.7760,25.1280,25.128
2mer-0+1229,-0.04676095,1,-0.02338048,-76.56105609,9.337401e-06,26.9920,25.1300,25.130
2mer-0+1337,0.04225392,2,0.04225392,-76.51880217,9.329925e-06,27.5890,25.1370,25.137
2mer-0+1476,-0.08924652,2,-0.08924652,-76.60804869,9.328130e-06,28.0650,25.1380,25.138
2mer-0+1542,-0.07889555,2,-0.07889555,-76.68694424,9.321826e-06,28.0110,25.1440,25.144
2mer-0+1270,-0.04152420,2,-0.04152420,-76.72846844,9.306736e-06,27.3240,25.1580,25.158
2mer-0+1757,0.07189836,1,0.03594918,-76.69251926,9.295473e-06,28.5780,25.1680,25.168
2mer-0+1327,-0.02004129,1,-0.01002065,-76.70253991,9.290428e-06,26.1070,25.1720,25.172
2mer-0+1421,-0.04523024,2,-0.04523024,-76.74777015,9.275339e-06,27.6420,25.1860,25.186
2mer-0+1676,-0.00745539,1,-0.00372770,-76.75149784,9.251014e-06,26.8440,25.2080,25.208
2mer-0+1258,-0.00274404,2,-0.00274404,-76.75424188,9.241125e-06,26.8010,25.2170,25.217
2mer-0+1628,-0.01368568,1,-0.00684284,-76.76108472,9.232680e-06,26.3530,25.2250,25.225
2mer-0+1441,-0.02564881,2,-0.02564881,-76.78673353,9.229009e-06,27.0670,25.2280,25.228
2mer-0+1670,0.04999251,2,0.04999251,-76.73674103,9.225812e-06,26.5920,25.2310,25.231
2mer-0+1606,0.01491919,2,0.01491919,-76.72182184,9.208494e-06,26.9740,25.2470,25.247
2mer-0+1390,-0.02716719,2,-0.02716719,-76.74898903,9.184471e-06,27.6990,25.2690,25.269
2mer-0+1317,-0.05155932,2,-0.05155932,-76.80054835,9.151953e-06,27.5860,25.2990,25.299
2mer-0+1320,0.04485085,2,0.04485085,-76.75569751,9.150313e-06,27.9770,25.3000,25.300
2mer-0+1641,0.06416265,1,0.03208133,-76.72361618,9.129706e-06,27.3640,25.3190,25.319
2mer-0+1333,-0.00404053,1,-0.00202027,-76.72563645,9.117037e-06,28.1130,25.3310,25.331
2mer-0+1424,-0.04364812,2,-0.04364812,-76.76928457,9.111423e-06,27.7300,25.3360,25.336
2mer-0+1485,0.02897008,2,0.02897008,-76.74031449,9.109858e-06,27.9650,25.3380,25.338
2mer-0+1566,-0.05739436,1,-0.02869718,-76.76901167,9.099506e-06,25.9090,25.3470,25.347
2mer-0+1805,-0.04786033,1,-0.02393017,-76.79294184,9.098540e-06,27.0860,25.3480,25.348
2mer-0+1484,-0.02379084,1,-0.01189542,-76.80483726,9.094991e-06,26.2280,25.3510,25.351
2mer-0+1919,-0.03670842,1,-0.01835421,-76.82319146,9.090670e-06,28.1540,25.3550,25.355
2mer-0+1659,0.08065809,1,0.04032905,-76.78286242,9.074055e-06,29.1020,25.3710,25.371
2mer-0+1412,0.06220355,2,0.06220355,-76.72065887,9.072770e-06,27.2010,25.3720,25.372
2mer-0+1214,0.03704410,2,0.03704410,-76.68361478,9.061021e-06,27.0530,25.3830,25.383
2mer-0+1415,0.05440804,2,0.05440804,-76.62920673,9.052794e-06,26.6250,25.3910,25.391
2mer-0+1454,-0.03093344,1,-0.01546672,-76.64467345,9.043622e-06,26.2490,25.3990,25.399
2mer-0+1216,-0.03081287,1,-0.01540643,-76.66007989,9.042340e-06,26.7190,25.4000,25.400
2mer-0+1234,0.00547444,2,0.00547444,-76.65460545,9.038142e-06,27.2220,25.4040,25.404
2mer-0+1854,-0.02694020,1,-0.01347010,-76.66807554,9.031214e-06,27.5700,25.4110,25.411
2mer-0+1368,0.03881682,2,0.03881682,-76.62925873,9.019451e-06,28.0790,25.4220,25.422
2mer-0+1506,0.05255815,1,0.02627907,-76.60297965,9.006631e-06,28.6740,25.4340,25.434
2mer-0+1488,0.00051999,1,0.00025999,-76.60271966,8.995605e-06,27.9040,25.4440,25.444
2mer-0+1417,-0.03917603,1,-0.01958802,-76.62230768,8.991892e-06,26.4870,25.4480,25.448
2mer-0+1631,-0.03743657,1,-0.01871829,-76.64102596,8.990635e-06,26.9470,25.4490,25.449
2mer-0+1487,-0.05988769,2,-0.05988769,-76.70091365,8.969369e-06,28.0110,25.4690,25.469
2mer-0+1434,0.04058796,2,0.04058796,-76.66032569,8.965347e-06,28.1330,25.4730,25.473
2mer-0+1870,0.00595912,1,0.00297956,-76.65734613,8.960758e-06,28.0250,25.4770,25.477
2mer-0+1383,-0.04766302,2,-0.04766302,-76.70500914,8.938283e-06,27.6950,25.4990,25.499
2mer-0+1773,-0.04852727,2,-0.04852727,-76.75353642,8.935749e-06,27.7110,25.5010,25.501
2mer-0+1755,-0.00388571,1,-0.00194286,-76.75547927,8.930103e-06,26.8290,25.5060,25.506
2mer-0+1373,0.05792182,1,0.02896091,-76.72651836,8.922955e-06,27.3560,25.5130,25.513
2mer-0+1447,-0.05727070,1,-0.02863535,-76.75515371,8.922749e-06,26.1490,25.5130,25.513
2mer-0+1470,-0.05834301,2,-0.05834301,-76.81349672,8.891656e-06,28.0780,25.5430,25.543
2mer-0+1864,0.02489843,1,0.01244921,-76.80104751,8.883473e-06,27.9160,25.5510,25.551
2mer-0+1339,-0.02726109,2,-0.02726109,-76.82830860,8.880390e-06,27.0110,25.5540,25.554
2mer-0+1396,-0.05241535,1,-0.02620768,-76.85451628,8.872602e-06,27.0640,25.5610,25.561
2mer-0+1300,-0.01859633,2,-0.01859633,-76.87311261,8.871645e-06,27.4090,25.5620,25.562
2mer-0+1873,0.00648089,2,0.00648089,-76.86663172,8.871491e-06,27.9110,25.5620,25.562
2mer-0+1625,-0.08888606,2,-0.08888606,-76.95551778,8.855147e-06,28.6040,25.5780,25.578
2mer-0+1435,0.02102933,2,0.02102933,-76.93448845,8.855047e-06,26.7960,25.5780,25.578
2mer-0+1401,0.06004812,2,0.06004812,-76.87444034,8.852727e-06,26.4210,25.5800,25.580
2mer-0+1597,-0.04883862,2,-0.04883862,-76.92327895,8.838868e-06,28.0650,25.5940,25.594
2mer-0+1967,-0.02422567,1,-0.01211283,-76.93539178,8.834851e-06,28.2530,25.5980,25.598
2mer-0+1416,0.04358822,2,0.04358822,-76.89180357,8.834355e-06,28.0840,25.5980,25.598
2mer-0+1770,0.03971814,1,0.01985907,-76.87194450,8.824694e-06,28.4270,25.6080,25.608
2mer-0+1407,0.03456465,2,0.03456465,-76.83737985,8.823529e-06,26.5240,25.6090,25.609
2mer-0+1263,0.00511866,2,0.00511866,-76.83226119,8.822296e-06,27.7800,25.6100,25.610
2mer-0+1330,0.03425161,2,0.03425161,-76.79800958,8.816373e-06,28.3540,25.6160,25.616
2mer-0+1551,0.07420632,1,0.03710316,-76.76090642,8.812501e-06,27.6900,25.6190,25.619
2mer-0+1464,-0.05782706,2,-0.05782706,-76.81873348,8.801356e-06,26.8010,25.6300,25.630
2mer-0+1655,-0.04295994,2,-0.04295994,-76.86169342,8.787523e-06,27.7550,25.6440,25.644
2mer-0+1246,0.04455048,2,0.04455048,-76.81714294,8.786707e-06,26.6810,25.6440,25.644
2mer-0+1531,-0.04947489,2,-0.04947489,-76.86661783,8.774365e-06,28.0790,25.6560,25.656
2mer-0+1594,-0.06255806,2,-0.06255806,-76.92917589,8.735947e-06,28.4040,25.6940,25.694
2mer-0+1591,0.03227850,2,0.03227850,-76.89689739,8.731635e-06,28.2920,25.6980,25.698
2mer-0+1394,-0.02891314,1,-0.01445657,-76.91135396,8.712442e-06,26.5210,25.7170,25.717
2mer-0+1277,-0.04889886,1,-0.02444943,-76.93580338,8.707610e-06,27.6000,25.7220,25.722
2mer-0+1307,-0.04954046,1,-0.02477023,-76.96057362,8.700258e-06,27.4680,25.7290,25.729
2mer-0+1289,-0.03979602,2,-0.03979602,-77.00036964,8.690035e-06,27.5980,25.7390,25.739
2mer-0+1343,0.03560798,1,0.01780399,-76.98256565,8.683689e-06,27.3720,25.7450,25.745
2mer-0+1829,0.07576712,1,0.03788356,-76.94468209,8.680893e-06,29.3810,25.7480,25.748
2mer-0+1314,-0.03311657,2,-0.03311657,-76.97779867,8.679272e-06,28.1120,25.7500,25.750
2mer-0+1482,-0.04778770,2,-0.04778770,-77.02558637,8.648615e-06,27.3300,25.7800,25.780
2mer-0+1515,-0.06388629,2,-0.06388629,-77.08947265,8.639565e-06,28.4040,25.7890,25.789
2mer-0+1381,0.01931872,2,0.01931872,-77.07015393,8.623976e-06,27.3240,25.8050,25.805
2mer-0+1292,0.04436024,2,0.04436024,-77.02579369,8.619522e-06,27.8140,25.8090,25.809
2mer-0+1564,-0.04618398,2,-0.04618398,-77.07197767,8.614621e-06,28.3100,25.8140,25.814
2mer-0+1477,0.03764666,2,0.03764666,-77.03433101,8.608029e-06,28.0950,25.8210,25.821
2mer-0+1423,-0.04863983,2,-0.04863983,-77.08297083,8.604014e-06,28.1890,25.8250,25.825
2mer-0+1359,0.01742090,2,0.01742090,-77.06554993,8.587761e-06,27.4350,25.8410,25.841
2mer-0+1765,0.03027509,1,0.01513754,-77.05041239,8.584093e-06,28.5190,25.8450,25.845
2mer-0+1563,-0.03772593,1,-0.01886296,-77.06927535,8.573098e-06,26.9370,25.8560,25.856
2mer-0+1846,0.04468161,1,0.02234080,-77.04693455,8.553584e-06,28.7900,25.8750,25.875
2mer-0+1323,-0.05373853,2,-0.05373853,-77.10067308,8.528640e-06,26.8620,25.9000,25.900
2mer-0+2056,-0.04389636,1,-0.02194818,-77.12262126,8.513824e-06,28.6060,25.9150,25.915
2mer-0+1338,0.05316649,2,0.05316649,-77.06945477,8.513104e-06,26.8010,25.9160,25.916
2mer-0+1299,0.04164301,2,0.04164301,-77.02781177,8.484772e-06,27.3820,25.9450,25.945
2mer-0+1311,-0.00622526,2,-0.00622526,-77.03403702,8.468063e-06,27.4680,25.9620,25.962
2mer-0+1561,-0.05140745,2,-0.05140745,-77.08544448,8.467133e-06,27.1040,25.9630,25.963
2mer-0+1520,0.02381003,1,0.01190501,-77.07353946,8.447380e-06,29.1300,25.9830,25.983
2mer-0+1361,0.01209108,2,0.01209108,-77.06144839,8.446468e-06,27.6990,25.9840,25.984
2mer-0+1453,-0.00647248,2,-0.00647248,-77.06792087,8.434246e-06,28.9320,25.9970,25.997
2mer-0+1678,0.00271023,1,0.00135512,-77.06656576,8.414612e-06,28.1260,26.0170,26.017
2mer-0+1819,-0.04907144,1,-0.02453572,-77.09110148,8.411826e-06,27.2370,26.0200,26.020
2mer-0+1592,0.05186275,2,0.05186275,-77.03923873,8.408109e-06,27.8100,26.0240,26.024
2mer-0+1578,0.03310498,2,0.03310498,-77.00613374,8.405549e-06,27.2480,26.0260,26.026
2mer-0+1586,-0.01751267,2,-0.01751267,-77.02364641,8.389961e-06,28.3920,26.0420,26.042
2mer-0+1540,0.01902807,2,0.01902807,-77.00461834,8.382127e-06,27.5400,26.0510,26.051
2mer-0+1351,-0.04624171,1,-0.02312086,-77.02773920,8.379966e-06,28.4750,26.0530,26.053
2mer-0+1555,0.02965397,1,0.01482699,-77.01291221,8.365959e-06,29.1430,26.0670,26.067
2mer-0+1500,-0.01442671,2,-0.01442671,-77.02733892,8.364788e-06,28.4220,26.0690,26.069
2mer-0+1796,-0.00151313,1,-0.00075656,-77.02809548,8.353699e-06,27.5570,26.0800,26.080
2mer-0+1748,0.08319239,1,0.04159620,-76.98649929,8.319953e-06,28.3160,26.1150,26.115
2mer-0+1481,0.05242459,2,0.05242459,-76.93407470,8.319736e-06,27.8960,26.1150,26.115
2mer-0+1649,0.07567220,1,0.03783610,-76.89623860,8.315481e-06,28.2060,26.1200,26.120
2mer-0+1496,-0.01017209,2,-0.01017209,-76.90641069,8.306209e-06,27.2100,26.1300,26.130
2mer-0+1425,0.04224481,2,0.04224481,-76.86416588,8.298386e-06,28.8520,26.1380,26.138
2mer-0+1660,0.01915586,1,0.00957793,-76.85458795,8.287146e-06,28.7260,26.1500,26.150
2mer-0+1897,0.01121892,1,0.00560946,-76.84897849,8.287043e-06,27.7250,26.1500,26.150
2mer-0+1646,0.05045383,2,0.05045383,-76.79852467,8.272901e-06,27.4310,26.1650,26.165
2mer-0+1995,0.03244510,2,0.03244510,-76.76607956,8.272693e-06,28.5830,26.1650,26.165
2mer-0+1437,-0.04742471,2,-0.04742471,-76.81350427,8.246373e-06,27.1640,26.1930,26.193
2mer-0+1438,0.02254633,2,0.02254633,-76.79095794,8.241871e-06,27.6420,26.1970,26.197
2mer-0+1574,-0.00985819,2,-0.00985819,-76.80081613,8.239732e-06,28.0220,26.2000,26.200
2mer-0+1331,-0.03902969,1,-0.01951485,-76.82033097,8.239001e-06,26.8660,26.2010,26.201
2mer-0+1601,0.04890255,2,0.04890255,-76.77142843,8.228506e-06,27.8140,26.2120,26.212
2mer-0+1462,0.01311113,1,0.00655556,-76.76487286,8.222225e-06,27.5990,26.2180,26.218
2mer-0+1546,-0.03702703,2,-0.03702703,-76.80189990,8.207705e-06,28.3210,26.2340,26.234
2mer-0+1430,-0.00808566,2,-0.00808566,-76.80998555,8.196474e-06,28.8530,26.2460,26.246
2mer-0+1710,0.06517309,1,0.03258654,-76.77739901,8.189934e-06,28.2480,26.2530,26.253
2mer-0+1677,-0.03437221,1,-0.01718610,-76.79458511,8.185125e-06,27.5240,26.2580,26.258
2mer-0+1962,0.03440104,2,0.03440104,-76.76018407,8.183395e-06,28.4990,26.2600,26.260
2mer-0+1392,0.00699223,1,0.00349611,-76.75668795,8.161745e-06,27.5960,26.2830,26.283
2mer-0+1640,-0.07885618,2,-0.07885618,-76.83554413,8.156119e-06,29.2000,26.2890,26.289
2mer-0+1474,-0.05381733,2,-0.05381733,-76.88936147,8.149130e-06,27.3950,26.2960,26.296
